,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,이방새,결전의 도 - 소울브링어,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,의정부중화기,근원을 삼킨 핸드캐넌,아머드 파워 상의,엔트 정령의 어깨,침식되는 이성,하이테크 고기동 강화 부츠,마땅한 본분,고양된 분노의 목걸이,포인트 레이더 암릿,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,환짱이,근원을 삼킨 둔기,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,gurlkice,근원을 삼킨 로드,아머드 파워 상의,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,옵티컬 컴뱃 글래스,미니 배터리 팩,들이치는 희미한 탄식,금룡 : 무한한 빛의 결계
0,짤랑뱅뱅,,,,,,,,,,,,,
0,노룩랜,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,확넣어벌라,,,,,,,,,,,,,
0,블랙팔콘,결전의 소검 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,점핑노예2,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,용살자의 증표 - 용심 가공석,폭풍을 삼킨 에너지,
0,눔물,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,용살자의 증표 - 용심 가공석,사악한 덫,금룡 : 무한한 빛의 결계
0,여{프리}ㅎ,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,용성언작이,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,임드럼마제,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,팽팽,,,,,,,,,,,,,
0,IMR6,결전의 봉 - 배틀메이지,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,박첨덕,근원을 삼킨 대검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,어댑터블 투톤 링,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,갓스와카,,,,,,,,,,,,,
0,떡소환,결전의 스태프 - 소환사,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,우수라찬,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,토끼피피라핀,근원을 삼킨 십자가,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,인력의 법칙,금룡 : 무한한 빛의 결계
0,진박새,근원을 삼킨 소태도,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,미지의 문명 - 스타 스톤,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,마도리나,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,만춘스마,결전의 봉 - 스위프트 마스터,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,전술 드론 콘트롤러 암릿,골드 윙 반지,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,참강랜턴,근원을 삼킨 광검,어릴적 꿈꿔온 무대,화려한 청색의 음율,침식되는 이성,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,에너지 서치 링,꿈같은 환호성,두근거리는 열정,들이치는 희미한 탄식,
0,기신꿍또또,,,,,,,,,,,,,
0,엉엉울어라,,,,,,,,,,,,,
0,뭔가잘못된넨,,,,,,,,,,,,,
0,스킬로드,,,,,,,,,,,,,
0,낏,,,,,,,,,,,,,
0,하으니.,,,,,,,,,,,,,
0,빠따양치기,근원을 삼킨 도,엔트 정령의 상의,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,호시르,근원을 삼킨 차크라 웨펀,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,아가스핏,,,,,,,,,,,,,
0,따쥐,,,,,,,,,,,,,
0,근육게이힐,,,,,,,,,,,,,
0,닛츠히트맨,,,,,,,,,,,,,
0,메카女,근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,메카송장,근원을 삼킨 자동권총,하이테크 전술지휘 아머,유쾌함 속의 열망,침식되는 이성,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,원터치 스마트 리모콘,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,
0,헬벤첨봐?,,,,,,,,,,,,,
0,컬리후라이,근원을 삼킨 건틀릿,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,박.칼,,,,,,,,,,,,,
0,찢인저,근원을 삼킨 리볼버,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,환폭용넨마,근원을 삼킨 너클,숲속의 마녀 상의,엔트 정령의 어깨,라이트 어댑터 팬츠,하이테크 고기동 강화 부츠,불변의 부유석 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,옵티컬 컴뱃 글래스,잿빛의 묘상석,눈물이 스민 보석,금룡 : 무한한 빛의 결계
0,MS.Angeles,,,,,,,,,,,,,
0,眞:케루빔,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,엔희,,,,,,,,,,,,,
0,버퍼난개같네,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,뚜렷해지는 소멸된 사념,생명이 담긴 잔,언비튼 메달,시각의 관점,금룡 : 무한한 빛의 결계
0,바나나껍데기,근원을 삼킨 창,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,골드 윙 반지,꿈같은 환호성,두근거리는 열정,아크로매틱 룸버스,천계 연합군 : 밝게 빛나는 희망
0,질소풍선,,,,,,,,,,,,,
0,달마,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,*카누-,,,,,,,,,,,,,
0,잠만스택좀요,결전의 십자가 - 크루세이더(남),고귀한 신의,주체할 수 없는 낡은 규칙,로보티카 컴뱃 팬츠,내딛는 용기,익스펜션 서플라이 벨트,폭룡왕의 지배 - 공포,구속된 자유,어댑터블 투톤 링,내면의 얼굴,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,개조당한고자,근원을 삼킨 자동권총,하이테크 전술지휘 아머,하이테크 바디 프로텍트 숄더,숲속의 마녀 하의,과거를 뒤로 한 전진,익스펜션 서플라이 벨트,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,옵티컬 컴뱃 글래스,피어오르는 광기,눈물이 스민 보석,
0,이레키린,,,,,,,,,,,,,
0,동크랜서,,,,,,,,,,,,,
0,언냐사령뿌셔,근원을 삼킨 완드,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,흑룡 : 끝없는 암흑의 굴레
0,무녀햇따,결전의 염주 - 무녀,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,[D-WORKER],,,,,,,,,,,,,
0,겨드랑이미인,근원을 삼킨 소검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,딥 다이버 오리발,저주받은 마음,고귀한 수호,흑룡 : 끝없는 암흑의 굴레
0,머꼴,근원을 삼킨 소검,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,MoonLUNIA,,,,,,,,,,,,,
0,헤롱헤롱븜,결전의 빗자루 - 인챈트리스,어릴적 꿈꿔온 무대,화려한 청색의 음율,지치지 않는 여정의 하의,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,뚜렷해지는 소멸된 사념,꿈같은 환호성,두근거리는 열정,시각의 관점,
0,제노델,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,홀슬아처,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,딥 다이버 오리발,엔트 정령의 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,2년의정수,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,흑진단졸개4,근원을 삼킨 차크라 웨펀,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,메카너구리,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭발형 : 소형 전술 플레어,
0,밤의야상곡,근원을 삼킨 대검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,새벽노을이,근원을 삼킨 소검,탐험가의 노련한 코트,끝을 바라보는 시선,라이트 어댑터 팬츠,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,주인의 각인,금룡 : 무한한 빛의 결계
0,밤과불꽃의검,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,솔의눈데자와,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,힛맨맛볼래,근원을 삼킨 장도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,천계 연합군 : 밝게 빛나는 희망
0,종수라.,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,"폐월.,",결전의 너클 - 넨마스터(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,엘렌그라마톤,,,,,,,,,,,,,
0,달팽이헬스장,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,소으우님,,,,,,,,,,,,,
0,절영검,근원을 삼킨 단검,엔트 정령의 상의,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,엔트 정령의 성배,승리가 약속된 시간,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
0,정신치료,결전의 빗자루 - 인챈트리스,고귀한 신의,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,엔트 정령의 목걸이,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,미지의 황금비석,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,pepsi87,결전의 너클 - 넨마스터(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,염화소녀♀,,,,,,,,,,,,,
0,프리베일Z,결전의 장도 - 히트맨,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,언비튼 메달,폭발형 : 소형 전술 플레어,
0,그림자간호사,,,,,,,,,,,,,
0,csy귀검사A,결전의 대검 - 버서커,탐험가의 노련한 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파괴된 신념,고양된 분노의 목걸이,흑화의 구속 팔찌,핏빛의 결정 반지,굴착 강화 파츠,잊혀진 기록,하늘에 휘날리는 깃털,
0,본좌-,근원을 삼킨 리볼버,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,
0,Haar,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,리쿠미쿠,,,,,,,,,,,,,
0,과격한여거너,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,버퍼당근,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,솔플유저,근원을 삼킨 장도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,언비튼 메달,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,죵크죵크,,,,,,,,,,,,,
0,九千,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,든젤릭버스터,결전의 선현궁 - 뮤즈,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,땃쥐,,,,,,,,,,,,,
0,강철벅지마도,근원을 삼킨 빗자루,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,죽음을 부르는 관,자연에 녹아드는 이슬,황혼의 성단,금룡 : 무한한 빛의 결계
0,[산데비스탄],근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,굴착 강화 파츠,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,웨펀소울검귀,,,,,,,,,,,,,
0,배민썰트,결전의 자동권총 - 어썰트,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,폭룡왕의 지배 - 무력,어댑터블 투톤 링,굴착 강화 파츠,미지의 황금비석,폭발형 : 소형 전술 플레어,
0,이세계공순,근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,굴착 강화 파츠,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,똥혁준,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,근원을 삼킨 광검,흑룡 : 끝없는 암흑의 굴레
0,벤데타오늘이,,,,,,,,,,,,,
0,그만좀바꾸자,결전의 도 - 다크템플러,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,
0,DECOD,검은 성전의 기억 : 소검,리버시블 레더 코트,매니퓰레이션,로보티카 컴뱃 팬츠,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,이번엔여스커,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,과거를 뒤로 한 전진,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,장학리소마,,,,,,,,,,,,,
0,발럼발럼,결전의 십자가 - 크루세이더(여),고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,움직이는 쇠약한 집착,쿨링 서포트 벨트,푸른 자연의 씨앗,흑화의 구속 팔찌,어댑터블 투톤 링,굴착 강화 파츠,자연에 녹아드는 이슬,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,부산의세인트,,,,,,,,,,,,,
0,넨사람,근원을 삼킨 너클,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,잉간여캐,근원을 삼킨 도,블루 베릴 아머,딥 다이버 에어팩,엔트 정령의 하의,일렉트릭 프루프 부츠,익스펜션 서플라이 벨트,아토믹 코어 네클레스,흑화의 구속 팔찌,원터치 스마트 리모콘,옵티컬 컴뱃 글래스,잿빛의 묘상석,딥 다이버 이어링,천계 연합군 : 밝게 빛나는 희망
0,킴버섰,,,,,,,,,,,,,
0,아스미엘,결전의 너클 - 넨마스터(여),얼티밋 제너레이터,하이테크 바디 프로텍트 숄더,라이트 어댑터 팬츠,움직이는 쇠약한 집착,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,오버커런트 마그넷 링,굴착 강화 파츠,잿빛의 묘상석,아크로매틱 룸버스,
0,석양의따울,,,,,,,,,,,,,
0,취급주의막내,,,,,,,,,,,,,
0,새로나온닝겐,근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,어둠을 먹는 심장,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,아몬드하루,결전의 십자가 - 크루세이더(여),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,폭룡왕의 지배 - 공포,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,주르르원픽,,,,,,,,,,,,,
0,PLA크루,결전의 십자가 - 크루세이더(여),얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,엑셀러레이터,쿨링 서포트 벨트,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,치치뀨,,,,,,,,,,,,,
